"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Age Groups"	"Age Groups Code"	Count
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	"55-59 years"	"55-59"	287
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	"60-64 years "	"60-64"	364
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	"65-69 years"	"65-69"	397
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	"70-74 years"	"70-74"	309
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	"75-79 years"	"75-79"	242
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	"80-84 years"	"80-84"	195
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2012"	"2012"	"White"	"2106-3"	"85+ years"	"85+"	149
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	24
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	45
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	45
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	81
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	104
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	139
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	139
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	104
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	73
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	60
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	44
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"Black or African American"	"2054-5"	"85+ years"	"85+"	27
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"25-29 years"	"25-29"	16
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"30-34 years"	"30-34"	30
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"35-39 years"	"35-39"	64
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"40-44 years"	"40-44"	119
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"45-49 years"	"45-49"	178
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"50-54 years"	"50-54"	274
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"55-59 years"	"55-59"	319
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"60-64 years "	"60-64"	372
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"65-69 years"	"65-69"	439
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"70-74 years"	"70-74"	327
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"75-79 years"	"75-79"	268
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"80-84 years"	"80-84"	190
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2013"	"2013"	"White"	"2106-3"	"85+ years"	"85+"	140
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2010"	"2010"	"White"	"2106-3"	"40-44 years"	"40-44"	16
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2010"	"2010"	"White"	"2106-3"	"45-49 years"	"45-49"	38
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2010"	"2010"	"White"	"2106-3"	"50-54 years"	"50-54"	54
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2010"	"2010"	"White"	"2106-3"	"55-59 years"	"55-59"	49
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2010"	"2010"	"White"	"2106-3"	"60-64 years "	"60-64"	51
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2010"	"2010"	"White"	"2106-3"	"65-69 years"	"65-69"	31
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2010"	"2010"	"White"	"2106-3"	"70-74 years"	"70-74"	24
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2010"	"2010"	"White"	"2106-3"	"75-79 years"	"75-79"	16
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2011"	"2011"	"White"	"2106-3"	"40-44 years"	"40-44"	18
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2011"	"2011"	"White"	"2106-3"	"45-49 years"	"45-49"	46
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2011"	"2011"	"White"	"2106-3"	"50-54 years"	"50-54"	47
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2011"	"2011"	"White"	"2106-3"	"55-59 years"	"55-59"	49
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2011"	"2011"	"White"	"2106-3"	"60-64 years "	"60-64"	44
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2011"	"2011"	"White"	"2106-3"	"65-69 years"	"65-69"	38
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2011"	"2011"	"White"	"2106-3"	"70-74 years"	"70-74"	22
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2011"	"2011"	"White"	"2106-3"	"75-79 years"	"75-79"	17
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2011"	"2011"	"White"	"2106-3"	"80-84 years"	"80-84"	17
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2012"	"2012"	"American Indian or Alaska Native"	"1002-5"	"50-54 years"	"50-54"	16
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2012"	"2012"	"White"	"2106-3"	"40-44 years"	"40-44"	16
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2012"	"2012"	"White"	"2106-3"	"45-49 years"	"45-49"	27
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2012"	"2012"	"White"	"2106-3"	"50-54 years"	"50-54"	47
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2012"	"2012"	"White"	"2106-3"	"55-59 years"	"55-59"	38
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2012"	"2012"	"White"	"2106-3"	"60-64 years "	"60-64"	56
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2012"	"2012"	"White"	"2106-3"	"65-69 years"	"65-69"	37
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2012"	"2012"	"White"	"2106-3"	"70-74 years"	"70-74"	22
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2012"	"2012"	"White"	"2106-3"	"75-79 years"	"75-79"	29
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2013"	"2013"	"White"	"2106-3"	"45-49 years"	"45-49"	28
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2013"	"2013"	"White"	"2106-3"	"50-54 years"	"50-54"	45
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2013"	"2013"	"White"	"2106-3"	"55-59 years"	"55-59"	43
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2013"	"2013"	"White"	"2106-3"	"60-64 years "	"60-64"	48
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2013"	"2013"	"White"	"2106-3"	"65-69 years"	"65-69"	48
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2013"	"2013"	"White"	"2106-3"	"70-74 years"	"70-74"	27
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	"45-49 years"	"45-49"	16
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	16
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	19
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"25-29 years"	"25-29"	16
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"30-34 years"	"30-34"	52
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"35-39 years"	"35-39"	105
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"40-44 years"	"40-44"	198
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"45-49 years"	"45-49"	316
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"50-54 years"	"50-54"	415
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"55-59 years"	"55-59"	375
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"60-64 years "	"60-64"	546
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"65-69 years"	"65-69"	573
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"70-74 years"	"70-74"	427
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"75-79 years"	"75-79"	332
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"80-84 years"	"80-84"	246
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2010"	"2010"	"White"	"2106-3"	"85+ years"	"85+"	209
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	19
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"30-34 years"	"30-34"	33
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"35-39 years"	"35-39"	95
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"40-44 years"	"40-44"	188
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"45-49 years"	"45-49"	343
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"50-54 years"	"50-54"	403
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"55-59 years"	"55-59"	439
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"60-64 years "	"60-64"	565
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"65-69 years"	"65-69"	555
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"70-74 years"	"70-74"	478
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"75-79 years"	"75-79"	309
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"80-84 years"	"80-84"	247
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2011"	"2011"	"White"	"2106-3"	"85+ years"	"85+"	230
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	19
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"30-34 years"	"30-34"	40
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"35-39 years"	"35-39"	90
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"40-44 years"	"40-44"	192
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"45-49 years"	"45-49"	299
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"50-54 years"	"50-54"	374
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"55-59 years"	"55-59"	431
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"60-64 years "	"60-64"	547
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"65-69 years"	"65-69"	635
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"70-74 years"	"70-74"	503
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"75-79 years"	"75-79"	365
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"80-84 years"	"80-84"	259
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2012"	"2012"	"White"	"2106-3"	"85+ years"	"85+"	189
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	"50-54 years"	"50-54"	20
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	19
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	19
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	19
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"30-34 years"	"30-34"	43
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"35-39 years"	"35-39"	93
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"40-44 years"	"40-44"	216
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"45-49 years"	"45-49"	300
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"50-54 years"	"50-54"	389
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"55-59 years"	"55-59"	434
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"60-64 years "	"60-64"	545
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"65-69 years"	"65-69"	664
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"70-74 years"	"70-74"	595
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"75-79 years"	"75-79"	373
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"80-84 years"	"80-84"	276
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2013"	"2013"	"White"	"2106-3"	"85+ years"	"85+"	238
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	18
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	28
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	29
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	32
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	37
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	21
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	29
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"Black or African American"	"2054-5"	"85+ years"	"85+"	17
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"White"	"2106-3"	"30-34 years"	"30-34"	16
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"White"	"2106-3"	"35-39 years"	"35-39"	40
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"White"	"2106-3"	"40-44 years"	"40-44"	61
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"White"	"2106-3"	"45-49 years"	"45-49"	121
	"Female Breast"	"26000-Female"	"Arkansas"	"05"	"2010"	"2010"	"White"	"2106-3"	"50-54 years"	"50-54"	170
