"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Age Groups"	"Age Groups Code"	Count
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	161
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	146
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	89
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	44
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	39
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"Black or African American"	"2054-5"	"85+ years"	"85+"	39
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"30-34 years"	"30-34"	36
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"35-39 years"	"35-39"	65
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"40-44 years"	"40-44"	112
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"45-49 years"	"45-49"	189
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"50-54 years"	"50-54"	205
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"55-59 years"	"55-59"	331
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"60-64 years "	"60-64"	355
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"65-69 years"	"65-69"	458
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"70-74 years"	"70-74"	370
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"75-79 years"	"75-79"	273
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"80-84 years"	"80-84"	195
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2016"	"2016"	"White"	"2106-3"	"85+ years"	"85+"	159
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	23
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	31
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	63
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	85
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	100
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	124
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	139
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	142
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	87
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	61
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	40
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"Black or African American"	"2054-5"	"85+ years"	"85+"	53
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"25-29 years"	"25-29"	18
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"30-34 years"	"30-34"	28
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"35-39 years"	"35-39"	69
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"40-44 years"	"40-44"	107
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"45-49 years"	"45-49"	190
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"50-54 years"	"50-54"	228
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"55-59 years"	"55-59"	319
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"60-64 years "	"60-64"	357
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"65-69 years"	"65-69"	399
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"70-74 years"	"70-74"	378
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"75-79 years"	"75-79"	263
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"80-84 years"	"80-84"	162
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2017"	"2017"	"White"	"2106-3"	"85+ years"	"85+"	160
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	43
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	61
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	63
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	105
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	127
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	138
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	138
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	105
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	69
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	40
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"Black or African American"	"2054-5"	"85+ years"	"85+"	45
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"30-34 years"	"30-34"	27
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"35-39 years"	"35-39"	59
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"40-44 years"	"40-44"	132
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"45-49 years"	"45-49"	203
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"50-54 years"	"50-54"	212
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"55-59 years"	"55-59"	303
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"60-64 years "	"60-64"	382
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"65-69 years"	"65-69"	394
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"70-74 years"	"70-74"	435
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"75-79 years"	"75-79"	299
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"80-84 years"	"80-84"	176
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2018"	"2018"	"White"	"2106-3"	"85+ years"	"85+"	157
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2014"	"2014"	"White"	"2106-3"	"40-44 years"	"40-44"	23
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2014"	"2014"	"White"	"2106-3"	"45-49 years"	"45-49"	27
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2014"	"2014"	"White"	"2106-3"	"50-54 years"	"50-54"	41
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2014"	"2014"	"White"	"2106-3"	"55-59 years"	"55-59"	54
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2014"	"2014"	"White"	"2106-3"	"60-64 years "	"60-64"	56
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2014"	"2014"	"White"	"2106-3"	"65-69 years"	"65-69"	38
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2014"	"2014"	"White"	"2106-3"	"70-74 years"	"70-74"	38
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2014"	"2014"	"White"	"2106-3"	"75-79 years"	"75-79"	21
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2014"	"2014"	"White"	"2106-3"	"80-84 years"	"80-84"	16
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	20
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2015"	"2015"	"White"	"2106-3"	"40-44 years"	"40-44"	21
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2015"	"2015"	"White"	"2106-3"	"45-49 years"	"45-49"	27
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2015"	"2015"	"White"	"2106-3"	"50-54 years"	"50-54"	41
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2015"	"2015"	"White"	"2106-3"	"55-59 years"	"55-59"	39
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2015"	"2015"	"White"	"2106-3"	"60-64 years "	"60-64"	49
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2015"	"2015"	"White"	"2106-3"	"65-69 years"	"65-69"	43
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2015"	"2015"	"White"	"2106-3"	"70-74 years"	"70-74"	41
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2015"	"2015"	"White"	"2106-3"	"75-79 years"	"75-79"	23
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2016"	"2016"	"White"	"2106-3"	"40-44 years"	"40-44"	21
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2016"	"2016"	"White"	"2106-3"	"45-49 years"	"45-49"	33
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2016"	"2016"	"White"	"2106-3"	"50-54 years"	"50-54"	31
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2016"	"2016"	"White"	"2106-3"	"55-59 years"	"55-59"	34
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2016"	"2016"	"White"	"2106-3"	"60-64 years "	"60-64"	49
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2016"	"2016"	"White"	"2106-3"	"65-69 years"	"65-69"	57
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2016"	"2016"	"White"	"2106-3"	"70-74 years"	"70-74"	37
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2016"	"2016"	"White"	"2106-3"	"75-79 years"	"75-79"	18
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2017"	"2017"	"White"	"2106-3"	"40-44 years"	"40-44"	17
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2017"	"2017"	"White"	"2106-3"	"45-49 years"	"45-49"	38
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2017"	"2017"	"White"	"2106-3"	"50-54 years"	"50-54"	29
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2017"	"2017"	"White"	"2106-3"	"55-59 years"	"55-59"	38
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2017"	"2017"	"White"	"2106-3"	"60-64 years "	"60-64"	52
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2017"	"2017"	"White"	"2106-3"	"65-69 years"	"65-69"	45
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2017"	"2017"	"White"	"2106-3"	"70-74 years"	"70-74"	26
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2017"	"2017"	"White"	"2106-3"	"75-79 years"	"75-79"	17
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2017"	"2017"	"White"	"2106-3"	"80-84 years"	"80-84"	17
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2018"	"2018"	"White"	"2106-3"	"40-44 years"	"40-44"	17
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2018"	"2018"	"White"	"2106-3"	"45-49 years"	"45-49"	38
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2018"	"2018"	"White"	"2106-3"	"50-54 years"	"50-54"	40
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2018"	"2018"	"White"	"2106-3"	"55-59 years"	"55-59"	43
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2018"	"2018"	"White"	"2106-3"	"60-64 years "	"60-64"	49
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2018"	"2018"	"White"	"2106-3"	"65-69 years"	"65-69"	63
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2018"	"2018"	"White"	"2106-3"	"70-74 years"	"70-74"	48
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2018"	"2018"	"White"	"2106-3"	"75-79 years"	"75-79"	16
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	"50-54 years"	"50-54"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	"55-59 years"	"55-59"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"American Indian or Alaska Native"	"1002-5"	"60-64 years "	"60-64"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	21
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	19
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	22
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	16
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"25-29 years"	"25-29"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"30-34 years"	"30-34"	44
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"35-39 years"	"35-39"	102
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"40-44 years"	"40-44"	204
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"45-49 years"	"45-49"	287
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"50-54 years"	"50-54"	440
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"55-59 years"	"55-59"	503
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"60-64 years "	"60-64"	506
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"65-69 years"	"65-69"	726
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"70-74 years"	"70-74"	590
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"75-79 years"	"75-79"	445
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"80-84 years"	"80-84"	268
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2014"	"2014"	"White"	"2106-3"	"85+ years"	"85+"	227
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"American Indian or Alaska Native"	"1002-5"	"65-69 years"	"65-69"	16
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"Asian or Pacific Islander"	"A-PI"	"60-64 years "	"60-64"	23
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	19
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	23
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	29
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"25-29 years"	"25-29"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"30-34 years"	"30-34"	49
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"35-39 years"	"35-39"	94
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"40-44 years"	"40-44"	193
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"45-49 years"	"45-49"	305
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"50-54 years"	"50-54"	362
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"55-59 years"	"55-59"	504
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"60-64 years "	"60-64"	570
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"65-69 years"	"65-69"	725
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"70-74 years"	"70-74"	587
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"75-79 years"	"75-79"	415
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"80-84 years"	"80-84"	251
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2015"	"2015"	"White"	"2106-3"	"85+ years"	"85+"	222
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	21
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2016"	"2016"	"Asian or Pacific Islander"	"A-PI"	"55-59 years"	"55-59"	19
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2016"	"2016"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	17
