"Notes"	"Cancer Sites"	"Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Age Groups"	"Age Groups Code"	Count
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"40-44 years"	"40-44"	132
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"45-49 years"	"45-49"	209
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"50-54 years"	"50-54"	236
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"55-59 years"	"55-59"	302
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"60-64 years "	"60-64"	308
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"65-69 years"	"65-69"	282
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"70-74 years"	"70-74"	245
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"75-79 years"	"75-79"	241
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"80-84 years"	"80-84"	150
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2005"	"2005"	"White"	"2106-3"	"85+ years"	"85+"	129
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	25
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	33
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	59
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	104
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	113
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	79
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	55
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	54
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	56
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	47
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	36
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"Black or African American"	"2054-5"	"85+ years"	"85+"	33
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"30-34 years"	"30-34"	24
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"35-39 years"	"35-39"	82
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"40-44 years"	"40-44"	144
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"45-49 years"	"45-49"	235
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"50-54 years"	"50-54"	276
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"55-59 years"	"55-59"	270
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"60-64 years "	"60-64"	337
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"65-69 years"	"65-69"	293
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"70-74 years"	"70-74"	259
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"75-79 years"	"75-79"	240
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"80-84 years"	"80-84"	173
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2006"	"2006"	"White"	"2106-3"	"85+ years"	"85+"	161
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	31
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	57
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	100
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	110
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	107
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	71
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	67
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	63
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	42
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	41
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"Black or African American"	"2054-5"	"85+ years"	"85+"	41
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"30-34 years"	"30-34"	27
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"35-39 years"	"35-39"	67
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"40-44 years"	"40-44"	144
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"45-49 years"	"45-49"	231
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"50-54 years"	"50-54"	262
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"55-59 years"	"55-59"	312
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"60-64 years "	"60-64"	325
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"65-69 years"	"65-69"	299
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"70-74 years"	"70-74"	278
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"75-79 years"	"75-79"	233
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"80-84 years"	"80-84"	162
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2007"	"2007"	"White"	"2106-3"	"85+ years"	"85+"	127
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	23
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	41
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	81
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	87
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	110
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	122
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	81
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	70
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	52
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	53
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	37
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"Black or African American"	"2054-5"	"85+ years"	"85+"	42
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"30-34 years"	"30-34"	33
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"35-39 years"	"35-39"	65
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"40-44 years"	"40-44"	122
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"45-49 years"	"45-49"	229
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"50-54 years"	"50-54"	262
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"55-59 years"	"55-59"	300
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"60-64 years "	"60-64"	374
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"65-69 years"	"65-69"	340
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"70-74 years"	"70-74"	292
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"75-79 years"	"75-79"	216
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"80-84 years"	"80-84"	191
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2008"	"2008"	"White"	"2106-3"	"85+ years"	"85+"	167
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	43
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	61
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	113
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"50-54 years"	"50-54"	111
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	123
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	85
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	68
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"70-74 years"	"70-74"	76
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"75-79 years"	"75-79"	52
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"80-84 years"	"80-84"	42
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"Black or African American"	"2054-5"	"85+ years"	"85+"	35
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"30-34 years"	"30-34"	19
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"35-39 years"	"35-39"	45
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"40-44 years"	"40-44"	116
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"45-49 years"	"45-49"	239
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"50-54 years"	"50-54"	277
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"55-59 years"	"55-59"	301
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"60-64 years "	"60-64"	366
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"65-69 years"	"65-69"	355
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"70-74 years"	"70-74"	307
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"75-79 years"	"75-79"	233
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"80-84 years"	"80-84"	175
	"Female Breast"	"26000-Female"	"Alabama"	"01"	"2009"	"2009"	"White"	"2106-3"	"85+ years"	"85+"	138
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2005"	"2005"	"White"	"2106-3"	"40-44 years"	"40-44"	20
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2005"	"2005"	"White"	"2106-3"	"45-49 years"	"45-49"	30
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2005"	"2005"	"White"	"2106-3"	"50-54 years"	"50-54"	51
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2005"	"2005"	"White"	"2106-3"	"55-59 years"	"55-59"	34
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2005"	"2005"	"White"	"2106-3"	"60-64 years "	"60-64"	41
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2005"	"2005"	"White"	"2106-3"	"65-69 years"	"65-69"	23
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2005"	"2005"	"White"	"2106-3"	"70-74 years"	"70-74"	26
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2005"	"2005"	"White"	"2106-3"	"75-79 years"	"75-79"	19
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2006"	"2006"	"White"	"2106-3"	"45-49 years"	"45-49"	49
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2006"	"2006"	"White"	"2106-3"	"50-54 years"	"50-54"	49
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2006"	"2006"	"White"	"2106-3"	"55-59 years"	"55-59"	40
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2006"	"2006"	"White"	"2106-3"	"60-64 years "	"60-64"	33
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2006"	"2006"	"White"	"2106-3"	"65-69 years"	"65-69"	29
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2006"	"2006"	"White"	"2106-3"	"70-74 years"	"70-74"	20
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2006"	"2006"	"White"	"2106-3"	"75-79 years"	"75-79"	24
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2007"	"2007"	"White"	"2106-3"	"40-44 years"	"40-44"	23
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2007"	"2007"	"White"	"2106-3"	"45-49 years"	"45-49"	36
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2007"	"2007"	"White"	"2106-3"	"50-54 years"	"50-54"	42
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2007"	"2007"	"White"	"2106-3"	"55-59 years"	"55-59"	43
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2007"	"2007"	"White"	"2106-3"	"60-64 years "	"60-64"	40
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2007"	"2007"	"White"	"2106-3"	"65-69 years"	"65-69"	28
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2007"	"2007"	"White"	"2106-3"	"70-74 years"	"70-74"	27
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2008"	"2008"	"White"	"2106-3"	"40-44 years"	"40-44"	22
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2008"	"2008"	"White"	"2106-3"	"45-49 years"	"45-49"	38
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2008"	"2008"	"White"	"2106-3"	"50-54 years"	"50-54"	50
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2008"	"2008"	"White"	"2106-3"	"55-59 years"	"55-59"	53
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2008"	"2008"	"White"	"2106-3"	"60-64 years "	"60-64"	33
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2008"	"2008"	"White"	"2106-3"	"65-69 years"	"65-69"	34
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2008"	"2008"	"White"	"2106-3"	"70-74 years"	"70-74"	24
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2008"	"2008"	"White"	"2106-3"	"75-79 years"	"75-79"	21
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2009"	"2009"	"White"	"2106-3"	"40-44 years"	"40-44"	18
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2009"	"2009"	"White"	"2106-3"	"45-49 years"	"45-49"	43
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2009"	"2009"	"White"	"2106-3"	"50-54 years"	"50-54"	29
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2009"	"2009"	"White"	"2106-3"	"55-59 years"	"55-59"	45
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2009"	"2009"	"White"	"2106-3"	"60-64 years "	"60-64"	50
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2009"	"2009"	"White"	"2106-3"	"65-69 years"	"65-69"	26
	"Female Breast"	"26000-Female"	"Alaska"	"02"	"2009"	"2009"	"White"	"2106-3"	"70-74 years"	"70-74"	20
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"30-34 years"	"30-34"	36
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"35-39 years"	"35-39"	97
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"40-44 years"	"40-44"	205
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"45-49 years"	"45-49"	295
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"50-54 years"	"50-54"	315
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"55-59 years"	"55-59"	404
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"60-64 years "	"60-64"	397
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"65-69 years"	"65-69"	359
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"70-74 years"	"70-74"	311
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"75-79 years"	"75-79"	320
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"80-84 years"	"80-84"	266
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2005"	"2005"	"White"	"2106-3"	"85+ years"	"85+"	165
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"30-34 years"	"30-34"	50
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"35-39 years"	"35-39"	96
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"40-44 years"	"40-44"	173
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"45-49 years"	"45-49"	279
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"50-54 years"	"50-54"	330
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"55-59 years"	"55-59"	413
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"60-64 years "	"60-64"	449
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"65-69 years"	"65-69"	399
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"70-74 years"	"70-74"	346
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"75-79 years"	"75-79"	335
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"80-84 years"	"80-84"	215
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2006"	"2006"	"White"	"2106-3"	"85+ years"	"85+"	170
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"Black or African American"	"2054-5"	"45-49 years"	"45-49"	18
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"30-34 years"	"30-34"	28
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"35-39 years"	"35-39"	90
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"40-44 years"	"40-44"	213
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"45-49 years"	"45-49"	315
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"50-54 years"	"50-54"	357
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"55-59 years"	"55-59"	416
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"60-64 years "	"60-64"	495
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"65-69 years"	"65-69"	480
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"70-74 years"	"70-74"	393
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"75-79 years"	"75-79"	343
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"80-84 years"	"80-84"	272
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2007"	"2007"	"White"	"2106-3"	"85+ years"	"85+"	175
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"Asian or Pacific Islander"	"A-PI"	"45-49 years"	"45-49"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"Black or African American"	"2054-5"	"60-64 years "	"60-64"	16
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"Black or African American"	"2054-5"	"65-69 years"	"65-69"	16
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"30-34 years"	"30-34"	42
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"35-39 years"	"35-39"	100
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"40-44 years"	"40-44"	214
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"45-49 years"	"45-49"	356
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"50-54 years"	"50-54"	389
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"55-59 years"	"55-59"	439
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"60-64 years "	"60-64"	469
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"65-69 years"	"65-69"	535
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"70-74 years"	"70-74"	394
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"75-79 years"	"75-79"	381
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"80-84 years"	"80-84"	277
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2008"	"2008"	"White"	"2106-3"	"85+ years"	"85+"	237
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2009"	"2009"	"Black or African American"	"2054-5"	"55-59 years"	"55-59"	17
	"Female Breast"	"26000-Female"	"Arizona"	"04"	"2009"	"2009"	"White"	"2106-3"	"30-34 years"	"30-34"	45
